Id	DR	L	WP	W	SL	SW	P
R603_06	3.57	14.17	7.39	9.76	3.32	3.23	1
R603_07	3.22	11.8	5.06	8.89	2.13	2.95	1
R603_08	2.63	12.33	6.19	7.99	2.72	2.69	1
R603_09	2.88	10.26	5.34	8.44	2	2.86	1
R603_10	3.13	11.61	6.2	8.35	2.81	3.16	1
R604_01	3.62	13.04	4.55	8.49	3.44	3.74	1
R604_02	2.86	12.33	6.75	9.6	2.54	3.53	2
R604_03	3.56	12.77	6.15	8.63	3.38	3.35	1
R604_04	2.4	14.13	7.4	9.99	3.86	3.88	2
R604_05	2.14	11.78	5.41	8.57	NaN	NaN	1
R604_06	2.36	13.03	6.19	8.45	3.04	4.02	1
R604_07	1.94	11.59	4.55	8.13	NaN	NaN	1
R604_08	1.94	13.73	6.99	9.6	NaN	NaN	2
R604_09	2.29	11.01	5.26	8.82	NaN	NaN	1
R604_10	2.06	11.86	5.53	9.07	3.47	3.76	1
R605_01	1.74	12.82	4.87	8.68	3.33	3.18	1
R605_02	1.8	13.17	5.49	9.51	2.84	3.65	1
R605_03	2.03	10.96	5.01	8.55	2.99	4.06	1
R605_04	1.73	13.7	6.85	9.82	3.7	3.75	1
R605_05	1.84	10.43	4.57	7.99	3.89	4.35	1
R605_06	1.93	11.12	5.75	7.81	2.74	3.96	1
R605_07	3.03	12.11	5.04	8.57	2.66	3.69	1
R605_08	3.13	13.24	6.87	8.83	2.95	3.59	1
R605_09	3.2	10.13	5.2	7.51	2.98	4	1
R605_10	3.59	11.93	4.4	9.62	2.81	3.94	1
R606_01	3.21	11.13	5.53	9.71	NaN	NaN	1
R606_02	3.53	12.11	5.4	9.28	NaN	NaN	1
R606_03	3.83	11.31	4.03	8.81	4.36	3.36	1
R607_01	3.14	11.37	5.14	8.89	NaN	NaN	1
R607_02	3.77	11.21	4.81	8.28	NaN	NaN	1
R607_03	2.8	10.26	4.21	7.86	NaN	NaN	1
R607_04	3.2	10.67	3.8	8.73	3.5	2.8	1
R607_05	3.26	11.43	6.84	9.11	3.39	3.88	1
R607_06	3.23	8.99	4.98	8.11	1.95	3.49	2
R607_07	2.8	10.52	4.72	8.55	2.27	3.07	1
R607_08	2.76	10.54	4.78	8.09	NaN	NaN	1
R607_09	2.73	11.35	5.76	8.78	NaN	NaN	1
R607_10	2.83	10.66	6	7.38	NaN	NaN	1
R608_01	3.62	10.22	5.08	8.05	2.17	2.9	1
R608_02	3.56	9.75	5.94	8.33	2.93	3.07	1
R608_03	3.7	11.24	5.96	9.32	2.39	3.3	1
R608_04	3.2	9.89	5.21	7.64	2.56	2.87	1
R608_05	3.3	9.13	5.1	7.58	2.35	2.64	1
R608_06	2.56	8.84	5.13	6.88	1.87	1.68	1
R608_07	2.7	11.2	5.97	8.5	NaN	NaN	1
R608_08	3.13	9.05	5.83	7.59	NaN	NaN	1
R608_09	3.27	10.68	5.45	8.91	NaN	NaN	1
R608_10	2.9	8.98	4.58	8.12	NaN	NaN	1
R609_01	3.72	11.51	5.6	9.14	3.25	3.6	1
R609_02	3.4	12.84	6.59	9.49	2.79	3.12	1
R609_03	4.03	13.23	6.76	10.83	4.27	3.34	2
R609_04	3.56	13.78	6.82	10.99	3.39	3.49	2
R609_05	3.8	11.95	6.43	9.24	4.57	3.69	1
R609_06	3.43	12.86	6.36	10.62	3.44	3.74	2
R609_07	3.79	12.55	6.32	9.33	4.21	3.99	1
R609_08	3.75	13.19	6.86	9.17	4.58	4.34	1
R609_09	3.51	12.01	5.78	9.06	3.57	3.6	1
R609_10	3.44	12.85	7.05	9.59	3.6	3.16	1
R610_01	4.17	12.33	5.43	9.94	1.68	2.37	1
R610_02	4.07	12.58	6.98	9.18	2.45	3.34	1
R610_03	4.37	14.21	7.98	10.1	NaN	NaN	1
R610_04	4.13	11.45	4.77	9.58	2.72	2.75	2
R610_05	3.6	12.53	7.45	10.16	2.51	2.63	2
R610_06	3.7	12.76	5.01	9.61	NaN	NaN	1
R610_07	3.46	12.04	6.84	8.69	2.92	2.92	2
R610_08	3.73	13.03	5.74	10.11	2.39	2.48	2
R610_09	3.74	12.36	7.3	9.81	3.37	2.72	1
R610_10	3.86	11.39	4.71	9.67	NaN	NaN	2
R701_01	3.78	14.43	8.16	11.91	2.45	2.44	1
R701_02	3.37	13.82	7.82	11.8	2.3	2.39	1
R701_03	3	14.86	7.85	11.79	2.21	2.35	1
R701_04	3.71	12.9	5.51	11.36	2.81	2.35	2
R701_05	3.79	13.8	5.82	11	2.13	2.49	1
R701_06	3.5	13.54	5.85	10.23	1.71	1.77	1
R701_07	3.61	12.89	5.91	11.4	1.89	2.8	2
R701_08	3.43	13.81	6.47	9.74	2.4	1.97	1
R701_09	4.07	14.91	6.15	11.49	2.13	1.77	1
R702_01	3.21	13.33	5.33	11.92	NaN	NaN	1
R702_02	2.86	13.69	7.1	11.54	2.34	2.77	1
R702_03	3.41	12.83	8.93	10.65	3.3	3.83	1
R702_04	3.07	12.92	5.09	10.89	2.84	2.62	1
R702_05	3.61	13.65	6.78	11.09	2.86	3.42	1
R702_06	3.17	11.12	4.38	10.47	3.19	3.9	1
R702_07	3.43	12.81	6.64	11.35	3.66	3.21	1
R702_08	3.43	13.48	6.87	11.59	NaN	NaN	1
R702_09	3.33	12.85	7.16	10.59	3.07	2.23	1
R703_01	3.79	12.1	4.72	10.39	1.99	2.18	1
R703_02	3.9	12.78	6.42	11.74	1.69	2.09	2
R703_03	4.1	12.25	6.35	11.65	2.52	2.05	1
R703_04	3.36	10.81	6.72	10.67	2.02	2.17	1
R703_05	4.05	12.5	5.23	11.78	2.57	2.5	1
R703_06	4.25	11.67	5.78	10.81	1.93	2.03	1
R703_07	3.84	10.63	5.95	10.63	1.45	2.11	1
R703_08	3.56	10.65	6.14	10.25	2.06	2.28	1
R703_09	4.17	11.34	5.14	9.7	2.07	2.01	1
R703_10	3.47	9.99	4.25	10.25	2.32	2.47	1
R704_01	3.53	12.65	5.85	11.13	2.42	2.88	1
R704_02	3.21	12	5.57	9.1	2.62	2.93	1
R704_03	3.14	12.59	6.64	10.31	NaN	NaN	1
R704_04	2.99	11.75	5.72	9.85	2.72	3.24	1
R704_05	3.68	12.25	7.57	10.66	2.65	3.03	1
R704_06	3.09	11.27	5.59	9.19	2.64	2.75	1
R704_07	3.43	10.96	6.82	10.17	NaN	NaN	1
R704_08	3.08	11.12	5.19	10.41	2.81	3.08	1
R704_09	3.73	13.68	7.13	11.09	2.92	3.53	1
R704_10	3.46	12.64	5.85	10.74	NaN	NaN	1
R705_01	3.06	10.94	5.75	9.79	NaN	NaN	1
R705_02	3.11	10.05	5	8.51	3.02	2.71	1
R705_03	2.59	9.14	4.03	8.96	NaN	NaN	1
R705_04	2.65	10.15	5.22	9.96	2.92	2.35	1
R705_05	2.62	8.86	3.75	9.48	2.43	2.4	1
R706_01	3.27	12.75	6.73	11.91	3.54	3.16	1
R706_02	3.39	12.11	6.52	10.85	3.52	3.12	1
R706_03	2.97	12.03	6.3	10.44	2.41	2.67	1
R706_04	3.16	12.88	6.91	11.47	3.26	2.88	1
R706_05	3.51	11.65	5.47	10.96	NaN	NaN	1
R706_06	2.71	13.79	5.58	11.9	3.66	2.95	1
R706_07	3.55	12.33	5.77	11.59	NaN	NaN	1
R706_08	3.65	13.26	6.3	11	3.46	3.5	1
R706_09	3.11	12.33	6.27	11.91	NaN	NaN	1
R706_10	3.36	13.69	7.89	11.82	4.08	2.96	1
R707_01	3.27	11.46	4.59	10.75	3.22	3.24	1
R707_02	3.33	9.99	5.73	10.64	3.04	2.99	1
R707_03	2.64	8.21	3.71	8.44	2.52	2.38	1
R707_04	2.83	10.22	4.16	9.24	2.62	2.34	1
R707_05	2.63	10.69	4.45	9.7	3.41	2.9	1
R707_06	2.81	9.55	3.88	9.15	2.68	2.6	1
R707_07	2.8	11.26	5.7	11.61	3.01	2.62	1
R707_08	2.96	9.71	4.76	8.8	3.68	2.68	1
R707_09	2.82	9.33	5.21	9.2	2.94	2.54	1
R707_10	2.77	10.24	4.04	9	3.07	3.01	NaN
R708_01	3.33	10.78	4.43	10.44	NaN	NaN	1
R708_02	3.84	11.21	5.7	10.2	NaN	NaN	1
R708_03	3.94	10.92	5.2	10.72	NaN	NaN	1
R708_04	3.91	11.72	5.13	10.56	NaN	NaN	1
R708_05	4.01	11.16	4.12	10.52	NaN	NaN	1
R708_06	4.23	9.86	4.46	10.39	NaN	NaN	1
R708_07	3.63	11.78	4.51	10.91	NaN	NaN	1
R708_08	4.14	NaN	NaN	NaN	NaN	NaN	1
R708_09	3.87	11.43	5.66	11.35	NaN	NaN	1
R708_10	4.23	11.77	5.42	11.31	NaN	NaN	1
R709_01	3.03	12.58	6.6	11.17	3.19	2.68	1
R709_02	2.66	9.91	5.14	9.41	2.75	2.62	1
R709_03	3.26	10.01	4.4	9.22	3.03	2.79	1
R709_04	2.76	10.87	5.21	10.34	2.54	2.15	1
R709_05	2.56	9.85	6.38	9.94	2.39	2.13	1
R709_06	2.61	10.27	4.67	10.49	3.03	3.05	1
R709_07	2.8	8.25	3.94	9.51	3.32	2.84	1
R709_08	3.24	10.23	4.24	10.26	2.59	2.43	1
R709_09	2.56	9.26	4.33	9.84	NaN	NaN	2
R709_10	3.1	10.84	5.1	10.96	NaN	NaN	1
R710_01	2.58	8.11	4.25	10.02	NaN	NaN	1
R710_02	3	10.95	5.13	10.56	2.94	2.06	1
R710_03	2.92	9.6	4.19	9.19	NaN	NaN	1
R710_04	3.13	10.85	5.33	10.87	NaN	NaN	1
R803_01	3.09	10.54	5.19	8.94	NaN	NaN	1
R803_02	2.95	10.31	9.98	4.63	2.99	2.92	1
R803_03	3.2	10.81	10.37	5.77	NaN	NaN	2
R803_04	3.16	9.82	4.56	9.41	NaN	NaN	2
R803_05	3.34	11.76	5.79	9.94	2.56	3.15	2
R803_06	3.31	11.62	5.57	10.85	2.99	3.14	1
R803_07	3.01	11.72	5.37	9.85	2.46	2.85	1
R803_08	3.44	10.99	5.94	11.22	2.73	4.03	2
R803_09	3.27	11.4	5.27	9.8	2.54	2.97	1
R803_10	3.48	11.61	6.3	10.33	NaN	NaN	1
R901_01	2.96	13.83	7.71	10.17	2.17	2.56	1
R901_02	3.6	13.73	5.54	10	2.46	2.46	2
R901_03	3.83	12.97	6.64	9.05	2.45	2.66	1
R901_04	2.61	11.96	6.54	10.34	NaN	NaN	2
R901_05	3.5	11.49	4.71	8.35	2.07	2.64	1
R901_06	3.3	11.67	6.06	11.16	2.46	2.3	2
R901_07	2.97	13.62	6.11	10.23	2.05	2.19	1
R901_08	3.96	10.93	5.7	7.79	2.82	2.97	1
R901_09	2.9	9.99	5.88	8.7	NaN	NaN	1
R901_10	3.1	8.96	2.6	8.3	1.94	2.34	1
R902_01	2.62	11.42	5.01	9.93	1.87	2.8	1
R902_02	2.77	9.52	4.6	8.34	1.46	2.71	1
